filepath,testclass,testname,line number,assert string
tests\test_basic.py,,test_session_vary_cookie,559,assert len(rv.headers.get_all('Vary')) == 1
tests\test_basic.py,,test_session_vary_cookie,560,assert rv.headers['Vary'] == header_value
tests\test_basic.py,,test_session_vary_cookie,562,assert 'Vary' not in rv.headers
tests\test_basic.py,,test_static_files,1398,assert rv.status_code == 200
tests\test_basic.py,,test_static_files,1399,assert rv.data.strip() == b'<h1>Hello World!</h1>'
tests\test_basic.py,,test_static_files,1401,"assert flask.url_for('static', filename='index.html') == '/static/index.html'"
tests\test_basic.py,,test_static_folder_with_ending_slash,1458,assert rv.data == b'catch/all'
tests\test_basic.py,,test_static_folder_with_pathlib_path,1446,assert rv.status_code == 200
tests\test_basic.py,,test_static_route_with_host_matching,1465,assert rv.status_code == 200
tests\test_basic.py,,test_static_route_with_host_matching,1469,assert rv == 'http://example.com/static/index.html'
tests\test_basic.py,,test_static_url_empty_path,1430,assert rv.status_code == 200
tests\test_basic.py,,test_static_url_empty_path_default,1437,assert rv.status_code == 200
tests\test_basic.py,,test_static_url_path,1409,assert rv.status_code == 200
tests\test_basic.py,,test_static_url_path,1413,"assert flask.url_for('static', filename='index.html') == '/foo/index.html'"
tests\test_basic.py,,test_static_url_path_with_ending_slash,1420,assert rv.status_code == 200
tests\test_basic.py,,test_static_url_path_with_ending_slash,1424,"assert flask.url_for('static', filename='index.html') == '/foo/index.html'"
tests\test_basic.py,,test_subdomain_basic_support,1761,assert rv.data == b'normal index'
tests\test_basic.py,,test_subdomain_basic_support,1764,assert rv.data == b'test index'
tests\test_basic.py,,test_subdomain_matching,1777,assert rv.data == b'index for mitsuhiko'
tests\test_basic.py,,test_subdomain_matching_other_name,1810,assert rv.status_code == 404 if matching else 204
tests\test_basic.py,,test_subdomain_matching_other_name,1814,assert rv.status_code == 404 if matching else 204
tests\test_basic.py,,test_subdomain_matching_with_ports,1790,assert rv.data == b'index for mitsuhiko'
tests\test_basic.py,,test_teardown_request_handler,761,assert rv.status_code == 200
tests\test_basic.py,,test_teardown_request_handler,762,assert b'Response' in rv.data
tests\test_basic.py,,test_teardown_request_handler,763,assert len(called) == 1
tests\test_basic.py,,test_teardown_request_handler_debug_mode,779,assert rv.status_code == 200
tests\test_basic.py,,test_teardown_request_handler_debug_mode,780,assert b'Response' in rv.data
tests\test_basic.py,,test_teardown_request_handler_debug_mode,781,assert len(called) == 1
tests\test_basic.py,,test_teardown_request_handler_error,790,assert type(exc) is ZeroDivisionError
tests\test_basic.py,,test_teardown_request_handler_error,802,assert type(exc) is ZeroDivisionError
tests\test_basic.py,,test_teardown_request_handler_error,817,assert rv.status_code == 500
tests\test_basic.py,,test_teardown_request_handler_error,818,assert b'Internal Server Error' in rv.data
tests\test_basic.py,,test_teardown_request_handler_error,819,assert len(called) == 2
tests\test_basic.py,,test_trap_bad_request_key_error,1043,assert rv.status_code == 400
tests\test_basic.py,,test_trap_bad_request_key_error,1044,assert b'missing_key' not in rv.data
tests\test_basic.py,,test_trap_bad_request_key_error,1049,assert exc_info.errisinstance(BadRequest)
tests\test_basic.py,,test_trap_bad_request_key_error,1050,assert 'missing_key' in exc_info.value.get_description()
tests\test_basic.py,,test_trap_bad_request_key_error,1054,assert rv.status_code == 400
tests\test_basic.py,,test_url_for_passes_special_values_to_build_error_handler,1384,"assert values == {'_external': False, '_anchor': None, '_method': None, '_scheme': None}"
tests\test_basic.py,,test_url_generation,1337,"assert flask.url_for('hello', name='test x') == '/hello/test%20x'"
tests\test_basic.py,,test_url_generation,1338,"assert flask.url_for('hello', name='test x', _external=True) == 'http://localhost/hello/test%20x'"
tests\test_basic.py,,test_url_mapping,176,assert client.get('/').data == b'GET'
tests\test_basic.py,,test_url_mapping,178,assert rv.status_code == 405
tests\test_basic.py,,test_url_mapping,179,"assert sorted(rv.allow) == ['GET', 'HEAD', 'OPTIONS']"
tests\test_basic.py,,test_url_mapping,181,assert rv.status_code == 200
tests\test_basic.py,,test_url_mapping,182,assert not rv.data
tests\test_basic.py,,test_url_mapping,183,assert client.post('/more').data == b'POST'
tests\test_basic.py,,test_url_mapping,184,assert client.get('/more').data == b'GET'
tests\test_basic.py,,test_url_mapping,186,assert rv.status_code == 405
tests\test_basic.py,,test_url_mapping,187,"assert sorted(rv.allow) == ['GET', 'HEAD', 'OPTIONS', 'POST']"
tests\test_basic.py,,test_url_mapping,189,assert rv.status_code == 200
tests\test_basic.py,,test_url_mapping,190,assert random_uuid4 in rv.data.decode('utf-8')
tests\test_basic.py,,test_url_processors,1633,assert client.get('/de/').data == b'/de/about'
tests\test_basic.py,,test_url_processors,1634,assert client.get('/de/about').data == b'/foo'
tests\test_basic.py,,test_url_processors,1635,assert client.get('/foo').data == b'/en/about'
tests\test_basic.py,,test_user_error_handling,950,"assert isinstance(e, MyException)"
tests\test_basic.py,,test_user_error_handling,957,assert client.get('/').data == b'42'
tests\test_basic.py,,test_werkzeug_routing,210,assert client.get('/foo/').data == b'index'
tests\test_basic.py,,test_werkzeug_routing,211,assert client.get('/foo/bar').data == b'bar'
tests\test_basic.py,,test_with_categories,627,assert len(messages) == 3
tests\test_basic.py,,test_with_categories,628,"assert list(messages) == [('message', 'Hello World'), ('error', 'Hello World'), ('warning', Markup('<em>Testing</em>'))]"
tests\test_blueprints.py,,app_teardown1,852,assert flask.g.seen.pop() == 'app_1'
tests\test_blueprints.py,,app_teardown2,860,assert flask.g.seen.pop() == 'app_2'
tests\test_blueprints.py,,child_teardown1,892,assert flask.g.seen.pop() == 'child_1'
tests\test_blueprints.py,,child_teardown2,900,assert flask.g.seen.pop() == 'child_2'
tests\test_blueprints.py,,my_decorator_exception_handler,57,"assert isinstance(e, MyDecoratorException)"
tests\test_blueprints.py,,my_function_exception_handler,61,"assert isinstance(e, MyFunctionException)"
tests\test_blueprints.py,,parent_teardown1,872,assert flask.g.seen.pop() == 'parent_1'
tests\test_blueprints.py,,parent_teardown2,880,assert flask.g.seen.pop() == 'parent_2'
tests\test_blueprints.py,,test_add_template_filter,383,assert 'my_reverse' in app.jinja_env.filters.keys()
tests\test_blueprints.py,,test_add_template_filter,384,assert app.jinja_env.filters['my_reverse'] == my_reverse
tests\test_blueprints.py,,test_add_template_filter,385,assert app.jinja_env.filters['my_reverse']('abcd') == 'dcba'
tests\test_blueprints.py,,test_add_template_filter_with_name,409,assert 'strrev' in app.jinja_env.filters.keys()
tests\test_blueprints.py,,test_add_template_filter_with_name,410,assert app.jinja_env.filters['strrev'] == my_reverse
tests\test_blueprints.py,,test_add_template_filter_with_name,411,assert app.jinja_env.filters['strrev']('abcd') == 'dcba'
tests\test_blueprints.py,,test_add_template_filter_with_name_and_template,495,assert rv.data == b'dcba'
tests\test_blueprints.py,,test_add_template_filter_with_template,461,assert rv.data == b'dcba'
tests\test_blueprints.py,,test_add_template_test,519,assert 'is_boolean' in app.jinja_env.tests.keys()
tests\test_blueprints.py,,test_add_template_test,520,assert app.jinja_env.tests['is_boolean'] == is_boolean
tests\test_blueprints.py,,test_add_template_test,521,assert app.jinja_env.tests['is_boolean'](False)
tests\test_blueprints.py,,test_add_template_test_with_name,545,assert 'boolean' in app.jinja_env.tests.keys()
tests\test_blueprints.py,,test_add_template_test_with_name,546,assert app.jinja_env.tests['boolean'] == is_boolean
tests\test_blueprints.py,,test_add_template_test_with_name,547,assert app.jinja_env.tests['boolean'](False)
tests\test_blueprints.py,,test_add_template_test_with_name_and_template,631,assert b'Success!' in rv.data
tests\test_blueprints.py,,test_add_template_test_with_template,597,assert b'Success!' in rv.data
tests\test_blueprints.py,,test_app_request_processing,753,assert evts == []
tests\test_blueprints.py,,test_app_request_processing,757,assert resp == b'request|after'
tests\test_blueprints.py,,test_app_request_processing,758,"assert evts == ['before', 'after', 'teardown']"
tests\test_blueprints.py,,test_app_request_processing,762,assert resp == b'request|after'
tests\test_blueprints.py,,test_app_request_processing,763,"assert evts == ['before', 'after', 'teardown'] * 2"
tests\test_blueprints.py,,test_app_url_processors,789,assert client.get('/de/').data == b'/de/about'
tests\test_blueprints.py,,test_app_url_processors,790,assert client.get('/de/about').data == b'/de/'
tests\test_blueprints.py,,test_blueprint_app_error_handling,100,assert client.get('/forbidden').data == b'you shall not pass'
tests\test_blueprints.py,,test_blueprint_app_error_handling,101,assert client.get('/nope').data == b'you shall not pass'
tests\test_blueprints.py,,test_blueprint_prefix_slash,128,assert client.get(url).status_code == 204
tests\test_blueprints.py,,test_blueprint_renaming,1041,assert client.get('/a/').data == b'bp.index'
tests\test_blueprints.py,,test_blueprint_renaming,1042,assert client.get('/b/').data == b'alt.index'
tests\test_blueprints.py,,test_blueprint_renaming,1043,assert client.get('/a/a/').data == b'bp.sub.index2'
tests\test_blueprints.py,,test_blueprint_renaming,1044,assert client.get('/b/a/').data == b'alt.sub.index2'
tests\test_blueprints.py,,test_blueprint_renaming,1045,assert client.get('/a/error').data == b'Error'
tests\test_blueprints.py,,test_blueprint_renaming,1046,assert client.get('/b/error').data == b'Error'
tests\test_blueprints.py,,test_blueprint_specific_error_handling,41,assert client.get('/frontend-no').data == b'frontend says no'
tests\test_blueprints.py,,test_blueprint_specific_error_handling,42,assert client.get('/backend-no').data == b'backend says no'
tests\test_blueprints.py,,test_blueprint_specific_error_handling,43,assert client.get('/what-is-a-sideend').data == b'application itself says no'
tests\test_blueprints.py,,test_blueprint_specific_user_error_handling,57,"assert isinstance(e, MyDecoratorException)"
tests\test_blueprints.py,,test_blueprint_specific_user_error_handling,61,"assert isinstance(e, MyFunctionException)"
tests\test_blueprints.py,,test_blueprint_specific_user_error_handling,76,assert client.get('/decorator').data == b'boom'
tests\test_blueprints.py,,test_blueprint_specific_user_error_handling,77,assert client.get('/function').data == b'bam'
tests\test_blueprints.py,,test_blueprint_url_defaults,145,assert client.get('/1/foo').data == b'23/42'
tests\test_blueprints.py,,test_blueprint_url_defaults,146,assert client.get('/2/foo').data == b'19/42'
tests\test_blueprints.py,,test_blueprint_url_defaults,147,assert client.get('/1/bar').data == b'23'
tests\test_blueprints.py,,test_blueprint_url_defaults,148,assert client.get('/2/bar').data == b'19'
tests\test_blueprints.py,,test_blueprint_url_processors,172,assert client.get('/de/').data == b'/de/about'
tests\test_blueprints.py,,test_blueprint_url_processors,173,assert client.get('/de/about').data == b'/de/'
tests\test_blueprints.py,,test_child_and_parent_subdomain,988,assert response.status_code == 200
tests\test_blueprints.py,,test_child_and_parent_subdomain,991,assert response.status_code == 404
tests\test_blueprints.py,,test_context_processing,668,assert b'43' in app_page_bytes
tests\test_blueprints.py,,test_context_processing,669,assert b'42' not in app_page_bytes
tests\test_blueprints.py,,test_context_processing,671,assert b'42' in answer_page_bytes
tests\test_blueprints.py,,test_context_processing,672,assert b'43' in answer_page_bytes
tests\test_blueprints.py,,test_default_static_max_age,241,assert cc.max_age == 100
tests\test_blueprints.py,,test_dotted_names_from_app,278,assert rv.data == b'/test/'
tests\test_blueprints.py,,test_empty_url_defaults,291,assert client.get('/').data == b'1'
tests\test_blueprints.py,,test_empty_url_defaults,292,assert client.get('/page/2').data == b'2'
tests\test_blueprints.py,,test_endpoint_decorator,358,assert client.get('/foo').data == b'bar'
tests\test_blueprints.py,,test_endpoint_decorator,359,assert client.get('/bp_prefix/bar').status_code == 404
tests\test_blueprints.py,,test_nested_blueprint,834,assert client.get('/parent/').data == b'Parent yes'
tests\test_blueprints.py,,test_nested_blueprint,835,assert client.get('/parent/child/').data == b'Child yes'
tests\test_blueprints.py,,test_nested_blueprint,836,assert client.get('/parent/child/grandchild/').data == b'Grandchild yes'
tests\test_blueprints.py,,test_nested_blueprint,837,assert client.get('/parent/no').data == b'Parent no'
tests\test_blueprints.py,,test_nested_blueprint,838,assert client.get('/parent/child/no').data == b'Parent no'
tests\test_blueprints.py,,test_nested_blueprint,839,assert client.get('/parent/child/grandchild/no').data == b'Grandchild no'
tests\test_blueprints.py,,test_nested_callback_order,852,assert flask.g.seen.pop() == 'app_1'
tests\test_blueprints.py,,test_nested_callback_order,860,assert flask.g.seen.pop() == 'app_2'
tests\test_blueprints.py,,test_nested_callback_order,872,assert flask.g.seen.pop() == 'parent_1'
tests\test_blueprints.py,,test_nested_callback_order,880,assert flask.g.seen.pop() == 'parent_2'
tests\test_blueprints.py,,test_nested_callback_order,892,assert flask.g.seen.pop() == 'child_1'
tests\test_blueprints.py,,test_nested_callback_order,900,assert flask.g.seen.pop() == 'child_2'
tests\test_blueprints.py,,test_nested_callback_order,916,"assert client.get('/a').data == b'app_1, app_2, parent_1, parent_2, child_1, child_2'"
tests\test_blueprints.py,,test_nested_callback_order,919,assert client.get('/b').data == b'child'
tests\test_blueprints.py,,test_nesting_subdomains,969,assert response.status_code == 200
tests\test_blueprints.py,,test_nesting_url_prefixes,950,assert response.status_code == 200
tests\test_blueprints.py,,test_request_processing,721,assert evts == []
tests\test_blueprints.py,,test_request_processing,723,assert rv.data == b'request|after'
tests\test_blueprints.py,,test_request_processing,724,"assert evts == ['before', 'after', 'teardown']"
tests\test_blueprints.py,,test_route_decorator_custom_endpoint,320,assert client.get('/').data == b'index'
tests\test_blueprints.py,,test_route_decorator_custom_endpoint,321,assert client.get('/py/foo').data == b'bp.foo'
tests\test_blueprints.py,,test_route_decorator_custom_endpoint,322,assert client.get('/py/bar').data == b'bp.bar'
tests\test_blueprints.py,,test_route_decorator_custom_endpoint,323,assert client.get('/py/bar/123').data == b'bp.123'
tests\test_blueprints.py,,test_route_decorator_custom_endpoint,324,assert client.get('/py/bar/foo').data == b'bp.bar_foo'
tests\test_blueprints.py,,test_template_filter,370,assert 'my_reverse' in app.jinja_env.filters.keys()
tests\test_blueprints.py,,test_template_filter,371,assert app.jinja_env.filters['my_reverse'] == my_reverse
tests\test_blueprints.py,,test_template_filter,372,assert app.jinja_env.filters['my_reverse']('abcd') == 'dcba'
tests\test_blueprints.py,,test_template_filter_after_route_with_template,444,assert rv.data == b'dcba'
tests\test_blueprints.py,,test_template_filter_with_name,396,assert 'strrev' in app.jinja_env.filters.keys()
tests\test_blueprints.py,,test_template_filter_with_name,397,assert app.jinja_env.filters['strrev'] == my_reverse
tests\test_blueprints.py,,test_template_filter_with_name,398,assert app.jinja_env.filters['strrev']('abcd') == 'dcba'
tests\test_blueprints.py,,test_template_filter_with_name_and_template,478,assert rv.data == b'dcba'
tests\test_blueprints.py,,test_template_filter_with_template,428,assert rv.data == b'dcba'
tests\test_blueprints.py,,test_template_global,683,assert 'get_answer' not in app.jinja_env.globals.keys()
tests\test_blueprints.py,,test_template_global,687,assert 'get_answer' in app.jinja_env.globals.keys()
tests\test_blueprints.py,,test_template_global,688,assert app.jinja_env.globals['get_answer'] is get_answer
tests\test_blueprints.py,,test_template_global,689,assert app.jinja_env.globals['get_answer']() == 42
tests\test_blueprints.py,,test_template_global,693,assert rv == '42'
tests\test_blueprints.py,,test_template_test,506,assert 'is_boolean' in app.jinja_env.tests.keys()
tests\test_blueprints.py,,test_template_test,507,assert app.jinja_env.tests['is_boolean'] == is_boolean
tests\test_blueprints.py,,test_template_test,508,assert app.jinja_env.tests['is_boolean'](False)
tests\test_blueprints.py,,test_template_test_after_route_with_template,580,assert b'Success!' in rv.data
tests\test_blueprints.py,,test_template_test_with_name,532,assert 'boolean' in app.jinja_env.tests.keys()
tests\test_blueprints.py,,test_template_test_with_name,533,assert app.jinja_env.tests['boolean'] == is_boolean
tests\test_blueprints.py,,test_template_test_with_name,534,assert app.jinja_env.tests['boolean'](False)
tests\test_blueprints.py,,test_template_test_with_name_and_template,614,assert b'Success!' in rv.data
tests\test_blueprints.py,,test_template_test_with_template,564,assert b'Success!' in rv.data
tests\test_blueprints.py,,test_templates_and_static,182,assert rv.data == b'Hello from the Frontend'
tests\test_blueprints.py,,test_templates_and_static,184,assert rv.data == b'Hello from the Admin'
tests\test_blueprints.py,,test_templates_and_static,186,assert rv.data == b'Hello from the Admin'
tests\test_blueprints.py,,test_templates_and_static,188,assert rv.data.strip() == b'Admin File'
tests\test_blueprints.py,,test_templates_and_static,191,assert rv.data.strip() == b'/* nested file */'
tests\test_blueprints.py,,test_templates_and_static,203,assert cc.max_age == expected_max_age
tests\test_blueprints.py,,test_templates_and_static,209,"assert flask.url_for('admin.static', filename='test.txt') == '/admin/static/test.txt'"
tests\test_blueprints.py,,test_templates_and_static,217,assert e.value.name == 'missing.html'
tests\test_blueprints.py,,test_templates_and_static,220,"assert flask.render_template('nested/nested.txt') == ""I'm nested"""
tests\test_blueprints.py,,test_templates_list,251,"assert templates == ['admin/index.html', 'frontend/index.html']"
tests\test_cli.py,,test_app_cli_has_app_context,304,"assert result.return_value == (True, True)"
tests\test_cli.py,,test_appgroup_app_context,340,assert result.exit_code == 0
tests\test_cli.py,,test_appgroup_app_context,341,assert result.output == 'testappgroup\n'
tests\test_cli.py,,test_appgroup_app_context,344,assert result.exit_code == 0
tests\test_cli.py,,test_appgroup_app_context,345,assert result.output == 'testappgroup\n'
tests\test_cli.py,,test_cli_blueprints,679,assert 'custom_result' in result.output
tests\test_cli.py,,test_cli_blueprints,682,assert 'nested_result' in result.output
tests\test_cli.py,,test_cli_blueprints,685,assert 'merged_result' in result.output
tests\test_cli.py,,test_cli_blueprints,688,assert 'late_result' in result.output
tests\test_cli.py,,test_cli_empty,697,"assert result.exit_code == 2, f'Unexpected success:\n\n{result.output}'"
tests\test_cli.py,,test_cli_name,45,assert testapp.cli.name == testapp.name
tests\test_cli.py,,test_disable_dotenv_from_env,581,assert 'FOO' not in os.environ
tests\test_cli.py,,test_dotenv_optional,573,assert 'FOO' not in os.environ
tests\test_cli.py,,test_dotenv_path,565,assert Path.cwd() == cwd
tests\test_cli.py,,test_dotenv_path,566,assert 'FOO' in os.environ
tests\test_cli.py,,test_find_best_app,52,assert find_best_app(Module) == Module.app
tests\test_cli.py,,test_find_best_app,57,assert find_best_app(Module) == Module.application
tests\test_cli.py,,test_find_best_app,62,assert find_best_app(Module) == Module.myapp
tests\test_cli.py,,test_find_best_app,70,"assert isinstance(app, Flask)"
tests\test_cli.py,,test_find_best_app,71,assert app.name == 'appname'
tests\test_cli.py,,test_find_best_app,79,"assert isinstance(app, Flask)"
tests\test_cli.py,,test_find_best_app,80,assert app.name == 'appname'
tests\test_cli.py,,test_find_best_app,88,"assert isinstance(app, Flask)"
tests\test_cli.py,,test_find_best_app,89,assert app.name == 'appname'
tests\test_cli.py,,test_find_best_app,98,assert find_best_app(Module) == Module.myapp
tests\test_cli.py,,test_find_best_app,107,assert find_best_app(Module) == Module.myapp
tests\test_cli.py,,test_flaskgroup_app_context,361,assert result.exit_code == 0
tests\test_cli.py,,test_flaskgroup_app_context,362,assert result.output == 'flaskgroup\n'
tests\test_cli.py,,test_flaskgroup_debug,381,assert result.exit_code == 0
tests\test_cli.py,,test_flaskgroup_debug,382,assert result.output == f'{not set_debug_flag}\n'
tests\test_cli.py,,test_flaskgroup_nested,395,assert result.output == 'flask_test\n'
tests\test_cli.py,,test_get_version,242,assert f'Python {platform.python_version()}' in out
tests\test_cli.py,,test_get_version,243,assert f'Flask {importlib.metadata.version('flask')}' in out
tests\test_cli.py,,test_get_version,244,assert f'Werkzeug {importlib.metadata.version('werkzeug')}' in out
tests\test_cli.py,,test_help_echo_exception,441,assert result.exit_code == 0
tests\test_cli.py,,test_help_echo_exception,442,assert 'Exception: oh no' in result.stderr
tests\test_cli.py,,test_help_echo_exception,443,assert 'Usage:' in result.stdout
tests\test_cli.py,,test_help_echo_loading_error,423,assert result.exit_code == 0
tests\test_cli.py,,test_help_echo_loading_error,424,assert 'FLASK_APP' in result.stderr
tests\test_cli.py,,test_help_echo_loading_error,425,assert 'Usage:' in result.stdout
tests\test_cli.py,,test_load_dotenv,543,assert load_dotenv()
tests\test_cli.py,,test_load_dotenv,544,assert Path.cwd() == test_path
tests\test_cli.py,,test_load_dotenv,546,assert os.environ['FOO'] == 'env'
tests\test_cli.py,,test_load_dotenv,548,assert os.environ['BAR'] == 'bar'
tests\test_cli.py,,test_load_dotenv,550,assert os.environ['SPAM'] == '1'
tests\test_cli.py,,test_load_dotenv,552,assert os.environ['EGGS'] == '3'
tests\test_cli.py,,test_load_dotenv,554,assert os.environ['HAM'] == '火腿'
tests\test_cli.py,,test_load_dotenv,556,"assert not load_dotenv('non-existent-file', load_defaults=False)"
tests\test_cli.py,,test_locate_app,196,"assert locate_app(iname, aname).name == result"
tests\test_cli.py,,test_locate_app_suppress_raise,224,assert app is None
tests\test_cli.py,,test_no_command_echo_loading_error,408,assert result.exit_code == 2
tests\test_cli.py,,test_no_command_echo_loading_error,409,assert 'FLASK_APP' in result.stderr
tests\test_cli.py,,test_no_command_echo_loading_error,410,assert 'Usage:' in result.stderr
tests\test_cli.py,,test_prepare_import,176,assert prepare_import(value) == result
tests\test_cli.py,,test_prepare_import,177,assert sys.path[0] == str(path)
tests\test_cli.py,,test_run_cert_adhoc,612,assert ctx.params['cert'] == 'adhoc'
tests\test_cli.py,,test_run_cert_import,634,assert ctx.params['cert'] is ssl_context
tests\test_cli.py,,test_run_cert_path,595,"assert ctx.params['cert'] == (__file__, __file__)"
tests\test_cli.py,,test_run_cert_path,599,"assert ctx.params['cert'] == (__file__, __file__)"
tests\test_cli.py,,test_run_exclude_patterns,702,assert ctx.params['exclude_patterns'] == [__file__]
tests\test_cli.py,,test_scriptinfo,250,assert app.name == 'testapp'
tests\test_cli.py,,test_scriptinfo,251,assert obj.load_app() is app
tests\test_cli.py,,test_scriptinfo,258,assert app.name == 'testapp'
tests\test_cli.py,,test_scriptinfo,259,assert obj.load_app() is app
tests\test_cli.py,,test_scriptinfo,262,assert app.name == 'testapp'
tests\test_cli.py,,test_scriptinfo,263,assert obj.load_app() is app
tests\test_cli.py,,test_scriptinfo,270,assert app.name == 'createapp'
tests\test_cli.py,,test_scriptinfo,271,assert obj.load_app() is app
tests\test_cli.py,,test_scriptinfo,280,assert app.name == 'hello'
tests\test_cli.py,,test_scriptinfo,286,assert app.name == 'testapp'
tests\test_cli.py,,test_with_appcontext,316,assert result.exit_code == 0
tests\test_cli.py,,test_with_appcontext,317,assert result.output == 'testapp\n'
tests\test_cli.py,TestRoutes,expect_order,467,assert line[:len(expect)] == expect
tests\test_cli.py,TestRoutes,test_all_methods,491,"assert 'GET, HEAD, OPTIONS, POST' not in output"
tests\test_cli.py,TestRoutes,test_all_methods,493,"assert 'GET, HEAD, OPTIONS, POST' in output"
tests\test_cli.py,TestRoutes,test_host,517,assert result.exit_code == 0
tests\test_cli.py,TestRoutes,test_host,518,assert 'Host' in result.output
tests\test_cli.py,TestRoutes,test_no_routes,499,assert result.exit_code == 0
tests\test_cli.py,TestRoutes,test_no_routes,500,assert 'No routes were registered.' in result.output
tests\test_cli.py,TestRoutes,test_simple,471,assert result.exit_code == 0
tests\test_cli.py,TestRoutes,test_sort,477,assert default_output == endpoint_output
tests\test_cli.py,TestRoutes,test_subdomain,508,assert result.exit_code == 0
tests\test_cli.py,TestRoutes,test_subdomain,509,assert 'Subdomain' in result.output
tests\test_config.py,,common_object_test,14,assert app.secret_key == 'config'
tests\test_config.py,,common_object_test,15,assert app.config['TEST_KEY'] == 'foo'
tests\test_config.py,,common_object_test,16,assert 'TestConfig' not in app.config
tests\test_config.py,,test_config_from_envvar,151,"assert ""'FOO_SETTINGS' is not set"" in str(e.value)"
tests\test_config.py,,test_config_from_envvar,152,"assert not app.config.from_envvar('FOO_SETTINGS', silent=True)"
tests\test_config.py,,test_config_from_envvar,157,assert app.config.from_envvar('FOO_SETTINGS')
tests\test_config.py,,test_config_from_envvar_missing,167,assert msg.startswith('[Errno 2] Unable to load configuration file (No such file or directory):')
tests\test_config.py,,test_config_from_envvar_missing,170,"assert msg.endswith(""missing.cfg'"")"
tests\test_config.py,,test_config_from_envvar_missing,171,"assert not app.config.from_envvar('FOO_SETTINGS', silent=True)"
tests\test_config.py,,test_config_missing,179,assert msg.startswith('[Errno 2] Unable to load configuration file (No such file or directory):')
tests\test_config.py,,test_config_missing,182,"assert msg.endswith(""missing.cfg'"")"
tests\test_config.py,,test_config_missing,183,"assert not app.config.from_pyfile('missing.cfg', silent=True)"
tests\test_config.py,,test_config_missing_file,191,assert msg.startswith('[Errno 2] Unable to load configuration file (No such file or directory):')
tests\test_config.py,,test_config_missing_file,194,"assert msg.endswith(""missing.json'"")"
tests\test_config.py,,test_config_missing_file,195,"assert not app.config.from_file('missing.json', load=json.load, silent=True)"
tests\test_config.py,,test_custom_config_class,206,"assert isinstance(app.config, Config)"
tests\test_config.py,,test_from_prefixed_env,60,assert app.config['STRING'] == 'value'
tests\test_config.py,,test_from_prefixed_env,61,assert app.config['BOOL'] is True
tests\test_config.py,,test_from_prefixed_env,62,assert app.config['INT'] == 1
tests\test_config.py,,test_from_prefixed_env,63,assert app.config['FLOAT'] == 1.2
tests\test_config.py,,test_from_prefixed_env,64,"assert app.config['LIST'] == [1, 2]"
tests\test_config.py,,test_from_prefixed_env,65,assert app.config['DICT'] == {'k': 'v'}
tests\test_config.py,,test_from_prefixed_env,66,assert 'OTHER' not in app.config
tests\test_config.py,,test_from_prefixed_env_custom_prefix,76,assert app.config['A'] == 'b'
tests\test_config.py,,test_from_prefixed_env_nested,90,"assert app.config['EXIST'] == {'ok': 'other', 'flag': True, 'inner': {'ik': 2}, 'new': {'more': {'k': False}}}"
tests\test_config.py,,test_from_prefixed_env_nested,98,"assert app.config['EXIST'] == {'ok': 'value', 'OK': 'other', 'flag': True, 'inner': {'ik': 1}, 'INNER': {'IK': 2}, 'NEW': {'MORE': {'k': False}}}"
tests\test_config.py,,test_from_prefixed_env_nested,107,assert app.config['NEW'] == {'K': 'v'}
tests\test_config.py,,test_from_pyfile_weird_encoding,250,assert value == 'föö'
tests\test_config.py,,test_get_namespace,224,assert 2 == len(foo_options)
tests\test_config.py,,test_get_namespace,225,assert 'foo option 1' == foo_options['option_1']
tests\test_config.py,,test_get_namespace,226,assert 'foo option 2' == foo_options['option_2']
tests\test_config.py,,test_get_namespace,228,assert 2 == len(bar_options)
tests\test_config.py,,test_get_namespace,229,assert 'bar stuff 1' == bar_options['STUFF_1']
tests\test_config.py,,test_get_namespace,230,assert 'bar stuff 2' == bar_options['STUFF_2']
tests\test_config.py,,test_get_namespace,232,assert 2 == len(foo_options)
tests\test_config.py,,test_get_namespace,233,assert 'foo option 1' == foo_options['foo_option_1']
tests\test_config.py,,test_get_namespace,234,assert 'foo option 2' == foo_options['foo_option_2']
tests\test_config.py,,test_get_namespace,238,assert 2 == len(bar_options)
tests\test_config.py,,test_get_namespace,239,assert 'bar stuff 1' == bar_options['BAR_STUFF_1']
tests\test_config.py,,test_get_namespace,240,assert 'bar stuff 2' == bar_options['BAR_STUFF_2']
tests\test_config.py,,test_session_lifetime,214,assert app.permanent_session_lifetime.seconds == 42
tests\test_converters.py,,test_context_available,32,assert request is not None
tests\test_converters.py,,test_context_available,33,assert session is not None
tests\test_converters.py,,test_context_available,42,assert client.get('/admin').data == b'admin'
tests\test_converters.py,,test_custom_converters,23,"assert client.get('/1,2,3').data == b'1|2|3'"
tests\test_converters.py,,test_custom_converters,26,"assert url_for('index', args=[4, 5, 6]) == '/4,5,6'"
tests\test_converters.py,ContextConverter,to_python,32,assert request is not None
tests\test_converters.py,ContextConverter,to_python,33,assert session is not None
tests\test_helpers.py,,test_app_aborter_class,204,"assert isinstance(app.aborter, MyAborter)"
tests\test_helpers.py,,test_open_resource,343,assert '<h1>Hello World!</h1>' in str(f.read())
tests\test_helpers.py,,test_open_resource_with_encoding,360,assert f.read() == 'test'
tests\test_helpers.py,,test_redirect_no_app,174,assert response.location == 'https://localhost'
tests\test_helpers.py,,test_redirect_no_app,175,assert response.status_code == 307
